Name,Place Type,Tier,Star,Status,Tags,City,Country,Town,Address,Latitude,Longitude,Apple ID,Source Guides,Conflict
Ling Wu Asian Restaurant at Lantana Place,Restaurant,Fair,,Visited,,Austin,United States,Austin,"7415 Southwest Pkwy Bldg 3-400, Austin, TX  78735, United States",30.2560309,-97.8690077,I274CF8074F4A85CA,Fair_Restaurants_,
Ling Wu Asian Restaurant at The Grove,Restaurant,Fair,,Visited,,Austin,United States,Austin,"2625 Perseverance Dr, Austin, TX 78731, United States",30.3179107,-97.7532675,IFA3C85A766C2626F,Fair_Restaurants_,
Little Arthur’s,Food truck,,,Visited,,Austin,United States,Austin,"1708 E 6th St, Austin, TX  78702, United States",30.2621556,-97.7235962,I29F705E2055827F2,Food_Trucks,
Little Trouble,Bar,Experience,,Visited,,Austin,United States,Lockhart,"101 E San Antonio St, Lockhart, TX  78644, United States",29.8850121,-97.672306,I2C77EF1B323CD64B,Cool_Bars; Experience_Spots,
Llama Queen,Bar,Fair,,Visited,,Austin,United States,Austin,"4620 E Cesar Chavez St, Unit 1, Austin, TX  78702, United States",30.2521398,-97.7029073,IC880C5798C44D211,Fair_Bars,
Local Foods,Restaurant,Fair,,Visited,Breakfast & brunch,Austin,United States,Austin,"454 W 2nd St, Austin, TX  78701, United States",30.2656981,-97.748565,I7FEF1024773DAAE,Breakfast___Brunch; Fair_Restaurants_,
Local Pastures,Grocery,,,Visited,,Austin,United States,Austin,"5501 N Lamar Blvd, Unit B110, Austin, TX  78751, United States",30.3232556,-97.7275466,I1816A7EA28BE394E,Grocery,
Lonesome Dove,Restaurant,Destination,,Visited,,Austin,United States,Austin,"123 W 6th St, Austin, TX  78701, United States",30.2682319,-97.7440202,IE9B21A2C47C93681,Designation,
Long Center,Outdoors & attraction,,,Visited,,Austin,United States,Austin,"701 W Riverside Dr, Austin, TX 78704, United States",30.2600971,-97.7512066,I6C3D01A6954135D,Fun_Locations,
Longhorn Cavern State Park,Outdoors & attraction,,,Visited,,Austin,United States,Burnet,"6211 Park Road 4 South, Burnet, TX 78611, United States",30.6844569,-98.3509145,I736B4BC12A50057B,Fun_Locations,
Loro,Restaurant,Fair,,Visited,,Austin,United States,Austin,"2115 S Lamar Blvd, Austin, TX 78704, United States",30.2477734,-97.7714058,IF9F6BE65BD22273C,Fair_Restaurants_,
Lost And Found Rooftop Bar,Bar,,,Visited,Rooftop,Austin,United States,New Braunfels,"219 E San Antonio St, New Braunfels, TX  78130, United States",29.7042587,-98.1236823,IF341B8771637AB69,Rooftop,
Lou's,Restaurant,Fair,,Visited,,Austin,United States,Austin,"1900 E Cesar Chavez St, Austin, TX  78702, United States",30.2571981,-97.724416,IE3D6CE94FA5CCB8F,Fair_Restaurants_,
Love Supreme,Restaurant,Fair,,Visited,,Austin,United States,Austin,"2805 Manor Rd, Austin, TX  78722, United States",30.2851599,-97.7116755,IB04E9514EA44E67,Fair_Restaurants_,
Lucchese,Shop,,,Visited,,Austin,United States,Austin,"1508 S Congress Ave, Austin, TX  78704, United States",30.2485894,-97.7502749,I3A6184EBC3C27690,Stores,
Luck Reunion,Outdoors & attraction,,,Visited,,Austin,United States,Spicewood,"1100 Bee Creek Rd, Spicewood, TX 78669, United States",30.3939849,-98.054894,I42F7457B7730EA38,Fun_Locations,
Lucky Rabbit,Bar,Fair,,Visited,,Austin,United States,Jonestown,"18626 FM-1431, Jonestown, TX  78645, United States",30.4944233,-97.9251383,I62A8205E3F4456BB,Fair_Bars,
Lucky Robot,Restaurant,Fair,,Visited,,Austin,United States,Austin,"1303 S Congress Ave, Austin, TX  78704, United States",30.2508562,-97.7490058,I2103870D6C52461E,Fair_Restaurants_,
Lulu’s,Bar,Fair,,Visited,,Austin,United States,Austin,"10402 Menchaca Rd, Bldg C, Austin, TX 78748, United States",30.166972,-97.8282361,I75288D0C51ED6434,Fair_Bars,
Lustre Pearl South,Bar,Fair,,Visited,,Austin,United States,Austin,"10400 Menchaca Rd, Austin, TX 78748, United States",30.1672384,-97.8275657,I97CBCC5B75F76B75,Fair_Bars,
Lutie's,Restaurant,Destination,,Visited,,Austin,United States,Austin,"4100 Red River St, Austin, TX 78751, United States",30.3003897,-97.7222836,I398EE9655F292790,Designation,
L’Oca d’Oro,Restaurant,Destination,,Visited,,Austin,United States,Austin,"1900 Simond Ave, Unit 100, Austin, TX 78723, United States",30.2971978,-97.7045547,I74530EF94C8A1F6F,Designation,
Ma'coco,Restaurant,Fair,,Visited,,Austin,United States,Austin,"501 Comal St, Austin, TX 78702, United States",30.2623096,-97.7266841,IBF539BE23404957A,Fair_Restaurants_,
Manchaca Sports Bar,Bar,Fair,,Visited,,Austin,United States,Austin,"10402 Menchaca Rd 1, Austin, TX  78748, United States",30.166691,-97.827712,IE6F8CFBBC5E477D0,Fair_Bars,
Manny's,Restaurant,Fair,,Not visited,,Austin,United States,Austin,"301 W 5th St, Austin, TX  78701, United States",30.2676515,-97.7459204,I7975742B7493B27D,Fair_Restaurants_; Try_List,TIER+UNVISITED
Manuels,Restaurant,Fair,,Visited,,Austin,United States,Austin,"10201 Jollyville Rd, Austin, TX 78759, United States",30.396698,-97.7493437,I12E35AD6FA429DDC,Fair_Restaurants_,
Marlow,Bar,Fair,,Visited,,Austin,United States,Austin,"700 E 6th St, Austin, TX  78701, United States",30.2662884,-97.7358559,IA78A544C6843D988,Fair_Bars,
Mary Moore Searight Metro Park,Outdoors & attraction,,,Visited,,Austin,United States,Austin,"907 W Slaughter Ln, Austin, TX  78748, United States",30.160269,-97.807533,I46401CE2C5125622,Fun_Locations,
Mattie's,Restaurant,Fair,,Not visited,,Austin,United States,Austin,"901 W Live Oak St, Austin, TX  78704, United States",30.2449292,-97.7622861,I33E9B4BAAB4D9E42,Fair_Restaurants_; Try_List,TIER+UNVISITED
Maywald Christmas Light Display,Outdoors & attraction,,,Visited,,Austin,United States,Austin,"10505 Twilight Vista, Austin, TX  78736, United States",30.2340382,-97.9404008,IB5DE7F1AEEA53C73,Fun_Locations,
Ma’CoCo,Restaurant,Fair,,Visited,,Austin,United States,Buda,"302 S Main St, Ste 101, Buda, TX  78610, United States",30.0782971,-97.845003,I47B01E8269F00EB0,Fair_Restaurants_,
McAdoo's Seafood Company,Restaurant,Fair,,Visited,,Austin,United States,New Braunfels,"196 N Castell Ave, New Braunfels, TX  78130, United States",29.7027501,-98.1263745,I30CC5293BA5CC9D4,Fair_Restaurants_,
McKinney Falls State Park,Outdoors & attraction,,,Visited,,Austin,United States,Austin,"5808 McKinney Falls Pkwy, Austin, TX 78744, United States",30.1835039,-97.7221761,I16A0B0F52E9D2F0D,Fun_Locations,
Mean Eyed Cat,Bar,Fair,,Visited,,Austin,United States,Austin,"1621 W 5th St, Austin, TX  78703, United States",30.2745031,-97.7649916,IADA5FD98D0E0A3EB,Fair_Bars,
Meat & Bread,Restaurant,Fair,,Visited,,Austin,United States,Austin,"360 Nueces St, Unit 20, Austin, TX 78701, United States",30.2671083,-97.7497816,I4292D99A98C7378A,Fair_Restaurants_,
Midnight Cowboy,Bar,Cool,,Visited,,Austin,United States,Austin,"313 E 6th St, Austin, TX  78701, United States",30.2670049,-97.740057,I2ADDAAAF4CC0D7E3,Cool_Bars,
Milky Way Shakes,Food truck,,,Visited,,Austin,United States,Austin,"2324 E Cesar Chavez, Austin, TX 78702, United States",30.2551101,-97.7182335,I9E8ADEE986A1EB82,Food_Trucks,
Millie’s On Main,Restaurant,Fair,,Visited,,Austin,United States,Elgin,"212 N Main St, Elgin, TX  78621, United States",30.3498508,-97.3716624,I698173364D51F14F,Fair_Restaurants_,
Milonga Room,Bar,Cool,,Visited,,Austin,United States,Austin,"1201 E 6th St, Austin, TX  78702, United States",30.2641461,-97.7304068,ID858C8059A999DA5,Cool_Bars,
Miracle on 5th Street,Bar,Fair,,Visited,,Austin,United States,Austin,"307 W 5th St, Austin, TX  78701, United States",30.2676843,-97.7462812,I21954FBF9D9C5F6C,Fair_Bars,
Moderna Bar & Pizzeria,Restaurant,Fair,,Not visited,,Austin,United States,Austin,"1717 W 6th St 140-R, Austin, TX 78703, United States",30.2762554,-97.7658625,IFB362860A563C5A1,Fair_Restaurants_; Try_List,TIER+UNVISITED
Moon Valley Nurseries,Outdoors & attraction,,,Visited,,Austin,United States,Dripping Springs,"3969 East Highway 290, Dripping Springs, TX  78620, United States",30.1967275,-98.0283985,I29AB8E249AF1B68C,Fun_Locations,
Moonshine Comfort & Cocktails,Bar,Fair,,Visited,,Austin,United States,Austin,"10525 W Parmer Ln, Austin, TX  78717, United States",30.4970162,-97.7759385,IAFC990D56424F233,Fair_Bars,
More Home Slice Pizza,Restaurant,Fair,,Visited,,Austin,United States,Austin,"1421 S Congress Ave, Austin, TX  78704, United States",30.2490212,-97.7495938,I9218FA7A26160671,Fair_Restaurants_,
MorninGlory,Restaurant,,,Visited,Breakfast & brunch,Austin,United States,Lakeway,"2121 Lohmans Crossing Rd, Lakeway, TX 78734, United States",30.3424309,-97.9707309,IB005CA12A7457F7F,Breakfast___Brunch,
Mort Subite,Bar,Fair,,Visited,,Austin,United States,Austin,"308 Congress Ave, Austin, TX  78701, United States",30.2657034,-97.7439382,I64627D6F54CCD955,Fair_Bars,
Mount Bonnell,Outdoors & attraction,,,Visited,,Austin,United States,Austin,"3800 Mount Bonnell Rd, Austin, TX  78731, United States",30.3212161,-97.773359,I83ADFC4DE5AAF9C1,Fun_Locations,
Mozart's Coffee Roasters,Restaurant,,,Visited,Breakfast & brunch,Austin,United States,Austin,"3825 Lake Austin Blvd, Austin, TX 78703, United States",30.2952207,-97.7844143,IB9591BD6B32855CF,Breakfast___Brunch,
Muck & Fuss,Restaurant,Fair,,Visited,,Austin,United States,New Braunfels,"295 E San Antonio St, Unit 101, New Braunfels, TX 78130, United States",29.7044276,-98.1234922,I325D24186EE71B2A,Fair_Restaurants_,
Muleshoe Bend Recreation Area,Outdoors & attraction,,,Visited,,Austin,United States,Spicewood,"2820 County Road 414, Spicewood, TX 78669, United States",30.4874153,-98.0988443,ICA43D0E97B7E18DE,Fun_Locations,
Murray's Tavern,Restaurant,Fair,,Visited,,Austin,United States,Austin,"2316 Webberville Rd, Austin, TX  78702, United States",30.2627339,-97.7154215,IB8BF34D4F07BA113,Fair_Restaurants_,
MUTTS Canine Cantina,Outdoors & attraction,,,Visited,,Austin,United States,Austin,"9825 N Lake Creek Pkwy, Austin, TX  78717, United States",30.4730791,-97.7934587,IBBD0A1363B7EA998,Fun_Locations,
Natural Grocers,Grocery,,,Visited,,Austin,United States,Austin,"4615 N Lamar Blvd, Ste 304, Austin, TX  78751, United States",30.3153699,-97.7348051,I9722D78E6873BF36,Grocery,
Neighborhood Sushi,Restaurant,Destination,,Visited,,Austin,United States,Austin,"1716 S Congress Ave, Austin, TX  78704, United States",30.2465372,-97.7510923,I4515EF526B7BB12A,Designation,
New Braunfels Tortilleria,Restaurant,Fair,,Visited,,Austin,United States,New Braunfels,"1681 Spur St, New Braunfels, TX  78130, United States",29.6888924,-98.138132,IEE5F2695AA18785C,Fair_Restaurants_,
Nido,Restaurant,Destination,,Visited,,Austin,United States,Austin,"1211 W Riverside Dr, Austin, TX  78704, United States",30.2640584,-97.7567157,I39D668F609509C6A,Designation,
Nightcap,Restaurant,Experience,,Visited,,Austin,United States,Austin,"1401 W 6th St, Austin, TX  78703, United States",30.273747,-97.7604569,I751004A7B8421D27,Experience_Spots,
Nixta Taqueria,Restaurant,Fair,,Visited,,Austin,United States,Austin,"2512 E 12th St, Austin, TX  78702, United States",30.2749769,-97.7132745,I876A5C1F0A632EFB,Fair_Restaurants_,
No 28,Restaurant,Fair,,Visited,,Austin,United States,Bastrop,"1006 Main St, Bastrop, TX  78602, United States",30.1107886,-97.3202884,I79CA15441FF7371B,Fair_Restaurants_,
Nom Burgers,Food truck,,,Visited,,Austin,United States,Austin,"2324 E Cesar Chavez St, Austin, TX  78702, United States",30.2553348,-97.7183589,I57E2F5DABB9B0F0D,Food_Trucks,
Nomade,Restaurant,Experience,Yes,Visited,,Austin,United States,Austin,"1506 S 1st St, Austin, TX  78704, United States",30.2497137,-97.7553107,I3474B9AA256CF23A,Experience_Spots; Michael_s_Top_Faves,
North Street,Restaurant,Fair,,Not visited,,Austin,United States,San Marcos,"216 North St, San Marcos, TX  78666, United States",29.8831927,-97.945438,IFF7AB4D97DE39747,Fair_Restaurants_; Try_List,TIER+UNVISITED
Numero28,Restaurant,Fair,,Visited,,Austin,United States,Austin,"452 W 2nd St, Austin, TX  78701, United States",30.2656769,-97.7484464,I515FAB7410BDC239,Fair_Restaurants_,
Oak Hill Social,Bar,Fair,,Visited,,Austin,United States,Austin,"8600 Highway 290 W, Austin, TX  78736, United States",30.2348485,-97.9115808,I6394413406B9447C,Fair_Bars,
Oasthouse Kitchen + Bar,Restaurant,Fair,,Not visited,,Austin,United States,Austin,"Bldg D 5701 W Slaughter Ln, Austin, TX 78749, United States",30.2000088,-97.8680295,IA44753530EF7AE8B,Fair_Restaurants_; Try_List,TIER+UNVISITED
Odd Duck,Restaurant,Experience,,Visited,,Austin,United States,Austin,"1201 S Lamar Blvd, Austin, TX 78704, United States",30.2546699,-97.7620125,I4F9E8CBEF61773D2,Experience_Spots,
Oh K-Dog,Restaurant,Fair,,Visited,,Austin,United States,Austin,"6929 Airport Blvd, Unit 133, Austin, TX 78752, United States",30.33693,-97.7166694,I6E2B0D2BA863C2E4,Fair_Restaurants_,
Olamaie,Restaurant,Experience,,Visited,,Austin,United States,Austin,"1610 San Antonio St, Austin, TX 78701, United States",30.2798863,-97.7436788,I8F476358AA39915A,Experience_Spots,
Old Gregg Brewing Company,Restaurant,Fair,,Visited,,Austin,United States,Pflugerville,"1900 E Howard Ln, Building H, Pflugerville, TX 78660, United States",30.4020358,-97.6338347,I37284ACE115D1F73,Fair_Restaurants_,
Onera Wimberley,Hotel,,,Visited,,Austin,United States,Wimberley,"801 Buttercup Ln, Wimberley, TX  78676, United States",30.0031674,-98.0735657,I3ADA11009D3E7252,Hotels,
Opa Coffee & Wine Bar,Restaurant,Fair,,Visited,,Austin,United States,Austin,"2050 S Lamar Blvd, Austin, TX  78704, United States",30.2489656,-97.7695119,I585194C094C1F500,Fair_Restaurants_,
Originator Studios,Outdoors & attraction,,,Visited,,Austin,United States,Austin,"718 Northwestern Ave, Austin, TX  78702, United States",30.2617824,-97.7148753,I2FB8726D097A6C95,Fun_Locations,
Oseyo,Restaurant,Experience,,Not visited,,Austin,United States,Austin,"1628 E Cesar Chavez St, Austin, TX  78702, United States",30.2583159,-97.7276427,I78BBDCEB2037CF0E,Experience_Spots; Try_List,TIER+UNVISITED
Otoko,Restaurant,Experience,,Not visited,,Austin,United States,Austin,"1603 S Congress Ave, Austin, TX  78704, United States",30.2477367,-97.7499728,IED8CC7DB65C2B3DE,Experience_Spots; Try_List,TIER+UNVISITED
Otopia Rooftop Lounge,Bar,,,Visited,Rooftop,Austin,United States,Austin,"1901 San Antonio St, Unit 1100, Austin, TX  78705, United States",30.2824093,-97.742873,I12D1D9CD037FD323,Rooftop,
Ovenbird,Restaurant,,,Visited,Breakfast & brunch,Austin,United States,Austin,"6501 S Congress Ave, Unit 211, Austin, TX 78745, United States",30.19524,-97.7774,IE0FAD376F87A69B6,Breakfast___Brunch,
P6,Bar,,,Visited,Rooftop,Austin,United States,Austin,"111 E Cesar Chavez St, Austin, TX  78701, United States",30.2627887,-97.7439651,IEF56AAA6E8AEAE7F,Rooftop,
Palmer Events Center,Outdoors & attraction,,,Visited,,Austin,United States,Austin,"900 Barton Springs Rd, Austin, TX  78704, United States",30.2601709,-97.7533202,I34A31827DB721CB8,Fun_Locations,
Paperboy,Restaurant,,,Visited,Breakfast & brunch,Austin,United States,Austin,"1401 S Lamar Blvd, Austin, TX  78704, United States",30.2534283,-97.7626257,ICF8CD83D775D47E6,Breakfast___Brunch,
Paperboy,Restaurant,,,Visited,Breakfast & brunch,Austin,United States,Austin,"1203 E 11th St, Austin, TX 78702, United States",30.268414,-97.727646,IE73EB264A221E29,Breakfast___Brunch,
papercut,Bar,Cool,,Visited,,Austin,United States,Austin,"908 E 5th St, Unit 107, Austin, TX  78702, United States",30.2644632,-97.7333459,IF3D39325D015B86D,Cool_Bars,
Paris Baguette,Dessert,,,Visited,Breakfast & brunch,Austin,United States,Austin,"110 Jacob Fontaine Ln, Austin, TX  78752, United States",30.3258325,-97.7156465,I6137F256A981FFA6,Breakfast___Brunch; Dessert,
Parish Barbecue,Food truck,,,Visited,,Austin,United States,Austin,"3220 Manor Rd, Austin, TX  78723, United States",30.3443359,-97.6468881,IEF7C4BCD277A4305,Food_Trucks,
Parker Jazz Club,Outdoors & attraction,,,Visited,,Austin,United States,Austin,"117 W 4th St, Unit 107B, Austin, TX  78701, United States",30.266337,-97.7446463,I1025F65DCD63AA78,Fun_Locations,
Parlor Bar,Bar,Cool,,Visited,,Austin,United States,Austin,"1900 Rio Grande St, Austin, TX  78705, United States",30.2831474,-97.7455039,IDBA17531D7D00EA2,Cool_Bars,
PastaBar,Restaurant,Experience,,Visited,,Austin,United States,Austin,"1017 E 6th St, Austin, TX  78702, United States",30.2646505,-97.7319288,IBD5CD2545C8ADC85,Experience_Spots,
Patio Dolcetto,Restaurant,Fair,,Visited,,Austin,United States,San Marcos,"322 Cheatham St, San Marcos, TX  78666, United States",29.8767924,-97.936812,I6E46C33812203039,Fair_Restaurants_,
Patrizi's,Food truck,,,Visited,,Austin,United States,Austin,"2307 Manor Rd, Austin, TX 78722, United States",30.283931,-97.7172578,I3E8A8203A395EA8C,Food_Trucks,
Pavement,Outdoors & attraction,,,Visited,,Austin,United States,Austin,"611 S Lamar Blvd, Austin, TX  78704, United States",30.2589375,-97.7585846,I6446EC6B63CAE132,Fun_Locations,
Pease Park,Outdoors & attraction,,,Visited,,Austin,United States,Austin,"1100 Kingsbury St, Austin, TX 78701, United States",30.2814883,-97.7517636,I15E6E2D4CCC17649,Fun_Locations,
Pedernales Farmers Market,Grocery,,,Visited,,Austin,United States,Spicewood,"23526 SH-71, Spicewood, TX  78669, United States",30.3870828,-98.0856892,IA840787697E4E840,Grocery,
Pedroso's Pizza,Restaurant,Fair,,Visited,,Austin,United States,Austin,"2207 Justin Ln, Unit D, Austin, TX  78757, United States",30.3445612,-97.73622,ICA041C0DA9EB0825,Fair_Restaurants_,
Phoebe's Diner,Restaurant,,,Visited,Breakfast & brunch,Austin,United States,Austin,"533 W Oltorf St, Austin, TX  78704, United States",30.2416484,-97.7593041,I587434300820A9E,Breakfast___Brunch,
Phoebe's Diner,Restaurant,Fair,,Visited,,Austin,United States,Austin,"408 W 11th St, Austin, TX 78701, United States",30.2739813,-97.7449778,I5EE5B1558F8B79C4,Fair_Restaurants_,
Phoenicia Bakery,Grocery,,,Visited,,Austin,United States,Austin,"2912 S Lamar Blvd, Austin, TX  78704, United States",30.2434296,-97.7831565,I99858ECE6BA6DB76,Grocery,
Pickle Pub,Outdoors & attraction,,,Visited,,Austin,United States,Austin,"10630 Menchaca Rd, Bldg B, Austin, TX  78748, United States",30.1648633,-97.8313662,ID246B6647F5A82AF,Fun_Locations,
Pieous,Restaurant,Fair,,Visited,,Austin,United States,Austin,"166 Hargraves Dr Bldg H, Austin, TX 78737, United States",30.2050159,-97.9791695,I83D18D8364503869,Fair_Restaurants_,
Pins Mechanical Co.,Outdoors & attraction,,,Visited,,Austin,United States,Austin,"4323 S Congress Ave, Austin, TX  78745, United States",30.2181213,-97.7645069,I65DF4C80205DC9B6,Fun_Locations,
Plaza Colombian Coffee Bar,Restaurant,,,Visited,Breakfast & brunch,Austin,United States,Austin,"3842 S Congress Ave, Austin, TX  78704, United States",30.2246981,-97.7635605,ICA59F545AD28A8E3,Breakfast___Brunch,
Pluto's Wine Bar,Winery,,,Visited,,Austin,United States,Bastrop,"924 Main St, Bastrop, TX 78602, United States",30.1101503,-97.3202978,IAEF6AA27A302FA1C,Wineries,
Poeta,Restaurant,Fair,,Visited,,Austin,United States,Austin,"1108 E 6th St, Austin, TX  78702, United States",30.2646672,-97.7307363,I1C439D41E4B0599B,Fair_Restaurants_,
Pool Bar - East Austin Hotel,Bar,,,Visited,Rooftop,Austin,United States,Austin,"1108 E 6th St, Austin, TX  78702, United States",30.2646672,-97.7307363,I7D8AD6CEFBDCC05C,Rooftop,
Pool Burger,Restaurant,Fair,,Visited,,Austin,United States,Austin,"2315 Lake Austin Blvd, Austin, TX  78703, United States",30.277777,-97.7726698,IBD667047EB3602CC,Fair_Restaurants_,
PopStroke,Outdoors & attraction,,,Visited,,Austin,United States,Austin,"13000 Harris Ridge Blvd, Austin, TX  78660, United States",30.407189,-97.6531686,I55358D37BDEADCD,Fun_Locations,
Posse East,Bar,Fair,,Visited,,Austin,United States,Austin,"2900 Duval St, Austin, TX  78705, United States",30.2913832,-97.7346995,IF9A4033E5C7D63FE,Fair_Bars,
Powder Room,Bar,Cool,,Visited,,Austin,United States,Austin,"301 W 5th St, Austin, TX  78701, United States",30.2676065,-97.7459204,I96CC5D195AD102D1,Cool_Bars,
Proud Mary Coffee,Restaurant,,,Visited,Breakfast & brunch,Austin,United States,Austin,"2043 S Lamar Blvd, Austin, TX  78704, United States",30.248306,-97.769348,IDCB9A29307710F6,Breakfast___Brunch,
Prélude,Bar,Cool,,Visited,,Austin,United States,Austin,"707 W 10th St, Austin, TX  78701, United States",30.2736411,-97.7490619,IDDFA328C3505AD20,Cool_Bars,
Pueblo Viejo,Food truck,,,Visited,,Austin,United States,Austin,"641 Tillery St, Austin, TX  78702, United States",30.2578347,-97.7057719,I8118712B5CAEBAB5,Food_Trucks,
Péché,Restaurant,Experience,,Visited,,Austin,United States,Austin,"208 W 4th St, Austin, TX  78701, United States",30.2668006,-97.74525,I4D598E8BE0F1DDA9,Experience_Spots,
Qi Austin,Restaurant,Experience,,Visited,,Austin,United States,Austin,"835 W 6th St, Unit 114, Austin, TX  78703, United States",30.2705716,-97.7521473,I494A528E6494FAC,Experience_Spots,
Quince Lakehouse,Restaurant,,,Not visited,Breakfast & brunch,Austin,United States,Austin,"3825 Lake Austin Blvd, Unit 201, Austin, TX  78703, United States",30.2953125,-97.7843333,I2ED1A3F1AA1CCE6D,Breakfast___Brunch; Try_List,
Radio/East,Restaurant,,,Visited,Breakfast & brunch,Austin,United States,Austin,"3504 Montopolis Dr, Austin, TX  78744, United States",30.2079276,-97.7155254,I161B27341EBE7526,Breakfast___Brunch,
Radius Butcher & Grocery,Grocery,,,Visited,,Austin,United States,Austin,"1912 E 7th St, Austin, TX  78702, United States",30.2626591,-97.7209742,I662BEF4E92F870E7,Grocery,
Ranch 616,Restaurant,Fair,Yes,Visited,,Austin,United States,Austin,"616 Nueces St, Austin, TX  78701, United States",30.2704503,-97.748361,I401EFF5C06ABAA61,Fair_Restaurants_; Michael_s_Top_Faves,
Rebel Cheese,Grocery,Fair,,Visited,,Austin,United States,Austin,"2200 Aldrich St, Unit 120, Austin, TX 78723, United States",30.3014844,-97.7030919,IA21BBF3F6E4ABF5F,Fair_Restaurants_; Grocery,
Red Ash,Restaurant,Experience,,Visited,,Austin,United States,Austin,"303 Colorado St, Austin, TX 78701, United States",30.2656744,-97.7447391,I894F3A2C7A0B42DF,Experience_Spots,
Red Horn Coffee House & Brewing Co,Restaurant,,,Visited,Breakfast & brunch,Austin,United States,Cedar Park,"13010 W Parmer Ln, Unit 800, Cedar Park, TX 78613, United States",30.5338073,-97.7808416,I499797CF0D74DF92,Breakfast___Brunch,
REINA,Bar,,,Visited,Rooftop,Austin,United States,Austin,"206 Trinity St, Austin, TX  78701, United States",30.2639694,-97.7407748,I19566E580440C831,Rooftop,
Restaurant Francois,Restaurant,Experience,,Not visited,,Austin,United States,Austin,"401 W 3rd St, Ste 100, Austin, TX 78701, United States",30.2661022,-97.7475314,IB6E780FA90BE88C5,Experience_Spots; Try_List,TIER+UNVISITED
Rocco's,Unclassified,,,Not visited,,Austin,United States,Austin,"5001 Airport Blvd, Austin, TX 78751, United States",30.3111976,-97.7150656,IEA7F22AFABE397BB,Try_List,
Rocheli Patisserie,Dessert,,,Visited,,Austin,United States,Austin,"1212 Chicon St, Unit 102, Austin, TX 78702, United States",30.2743674,-97.7201636,IDE7CEA22D9C81472,Dessert,
Room 725,Bar,Cool,,Visited,,Austin,United States,Austin,"101 Red River St, Austin, TX  78701, United States",30.262242,-97.7385503,ID592CFA276E48A4,Cool_Bars,
Root Cellar Cafe,Restaurant,Fair,,Visited,,Austin,United States,San Marcos,"215 N LBJ Dr, San Marcos, TX  78666, United States",29.8835415,-97.940374,IB3A9CC3A996AAA2A,Fair_Restaurants_,
Rosati's Pizza,Restaurant,Fair,,Visited,,Austin,United States,Cedar Park,"800 Whitestone Blvd, Unit B-1, Cedar Park, TX 78613, United States",30.5178864,-97.8378955,I6CED262075428A1B,Fair_Restaurants_,
Rose Gose,Restaurant,Destination,,Visited,,Austin,United States,Austin,"5201 Airport Blvd, Austin, TX  78751, United States",30.3131676,-97.714794,I2A04A2F77E595043,Designation,
Rosie's Wine Bar,Winery,,,Visited,,Austin,United States,Austin,"1130 W 6th St, Austin, TX  78703, United States",30.2728376,-97.7569274,I459C698C7D6BE2F,Wineries,
Roya,Restaurant,Experience,Yes,Visited,,Austin,United States,Austin,"7858 Shoal Creek Blvd, Ste C, Austin, TX  78757, United States",30.3606235,-97.7414379,IF4E4A88093CF7D56,Experience_Spots; Michael_s_Top_Faves,
Rules & Regs,Bar,Cool,,Visited,,Austin,United States,Austin,"101 Red River St, Austin, TX  78701, United States",30.2619554,-97.7380663,I271984D7AD4C9379,Cool_Bars,
Sabor Venezolano,Food truck,,,Visited,,Austin,United States,Austin,"4111 S 1st St, Austin, TX  78745, United States",30.2243875,-97.770482,I704C01991723DAB0,Food_Trucks,
Sammataro,Food truck,,,Visited,,Austin,United States,Austin,"2907 E 12th St, Austin, TX  78702, United States",30.2756164,-97.7071465,I85E01FA3BA9D3671,Food_Trucks,
Sammie's,Restaurant,Destination,,Visited,,Austin,United States,Austin,"807 W 6th St, Austin, TX 78703, United States",30.2702085,-97.7510658,I2C658B5DD684E69E,Designation,
San Gines,Restaurant,,,Visited,Breakfast & brunch,Austin,United States,Austin,"2072 S Lamar Blvd, Austin, TX  78704, United States",30.2486467,-97.770258,I8C77E092844BB1BD,Breakfast___Brunch,
Santa Catarina,Restaurant,Fair,,Visited,,Austin,United States,Austin,"2901 Manor Rd, Unit 100, Austin, TX  78722, United States",30.285557,-97.7100285,IA891057C47B2524,Fair_Restaurants_,
Sawyer & Co.,Restaurant,,,Visited,Breakfast & brunch,Austin,United States,Austin,"4827 E Cesar Chavez St, Austin, TX  78702, United States",30.251427,-97.701832,I1805A2B78BE2CB49,Breakfast___Brunch,
Sazan,Restaurant,Fair,,Visited,,Austin,United States,Austin,"6929 Airport Blvd, Unit 146, Austin, TX 78752, United States",30.3366438,-97.7165705,IE14BFB1736FEF1DE,Fair_Restaurants_,
Scout Vintage,Shop,,,Visited,,Austin,United States,Austin,"2121 E 6th St, Austin, TX  78702, United States",30.2602568,-97.7189546,I2EC05E41DB845B3B,Stores,
Second Bar + Kitchen,Restaurant,,,Visited,Breakfast & brunch,Austin,United States,Austin,"1110 E 6th St, Austin, TX  78702, United States",30.2646113,-97.7307303,I17672241238CA5D7,Breakfast___Brunch,
Secret Beach,Outdoors & attraction,,,Visited,,Austin,United States,Austin,"400 Grove Blvd, Austin, TX  78741, United States",30.2476022,-97.700135,ID3A89387D20CCE75,Fun_Locations,
Serenade,Restaurant,,,Not visited,Breakfast & brunch,Austin,United States,Austin,"200 Lavaca St, Austin, TX  78701, United States",30.2654316,-97.7467145,IE60C871B7481FA2C,Breakfast___Brunch; Try_List,
